Skill_ID,Original Skill Statement,Breakdown Sequence Number,New Sub-Skill Statement,Assigned Taxonomy Location,Additional Notes/Comments,Highest Level Taxonony Cluster
147,Stay up to date on technology and options for hydrogen storage and monitoring,1,Stay up to date on hydrogen storage technologies,13.3.3 Maintenance and Monitoring of Storage Systems,Focused on keeping current with advancements in hydrogen storage technologies.,
147,Stay up to date on technology and options for hydrogen storage and monitoring,2,Stay up to date on monitoring options for hydrogen storage,13.3.3.2 Leak Detection and Prevention,Related to staying current with monitoring options and ensuring safe storage of hydrogen.,
148,Knowledge of CO2 value-chains,1,Understanding the components of CO2 value-chains,16.1 Overview of Hydrogen Production Methods,"Although focused on hydrogen, the category is applicable to understanding production methods and value-chains.",
148,Knowledge of CO2 value-chains,2,Application of CO2 value-chain knowledge in the industry,16.4.2 Quality Assurance and Certification,Ensures that understanding of CO2 value-chains is integrated with industry practices and standards.,
149,Appropriate selection and maintenance of key electrical and electronic equipment and systems associated with a SMR and/or ATR hydrogen production plant,1,Selection of electrical and electronic equipment for SMR and/or ATR hydrogen production,11.3.3 Equipment and Reactor Design,Focuses on selecting appropriate equipment to support hydrogen production processes.,
149,Appropriate selection and maintenance of key electrical and electronic equipment and systems associated with a SMR and/or ATR hydrogen production plant,2,Maintenance of electrical and electronic systems in SMR and/or ATR hydrogen production,19.3.2 Risk Mitigation and Response,Ensures ongoing reliability and safety of these systems in hydrogen production environments.,
150,Understanding of appropriate well completion solutions for hydrogen,1,Knowledge of well completion solutions tailored for hydrogen environments,18.3.2 Design Considerations to Minimize Embrittlement,"Focused on ensuring well design can handle hydrogen's unique properties, such as embrittlement.",
150,Understanding of appropriate well completion solutions for hydrogen,2,Application of well completion techniques to ensure safe hydrogen extraction,18.4 Standards and Protocols for Testing,Involves the practical application of well completion methods that meet hydrogen safety standards.,
151,"Appropriate selection, design and maintenance of combustion, compression, pumping and turbine systems and equipment to withstand hydrogen pressure and temperatures",1,Selection and design of combustion systems to withstand hydrogen pressure and temperatures,25.3.2 Flame Stability and Burner Design,Focused on ensuring combustion systems can safely operate under hydrogen conditions.,
151,"Appropriate selection, design and maintenance of combustion, compression, pumping and turbine systems and equipment to withstand hydrogen pressure and temperatures",2,Selection and design of compression systems for hydrogen pressure and temperature variations,13.1.2 Compression Technologies,Related to selecting compression technologies that are suitable for hydrogen.,
151,"Appropriate selection, design and maintenance of combustion, compression, pumping and turbine systems and equipment to withstand hydrogen pressure and temperatures",3,Selection and design of pumping systems for hydrogen environments,16.3.1.1 Electrolyzers and Associated Systems,Focused on ensuring pumping systems are compatible with hydrogen pressure and temperature variations.,
151,"Appropriate selection, design and maintenance of combustion, compression, pumping and turbine systems and equipment to withstand hydrogen pressure and temperatures",4,Selection and design of turbine systems to withstand hydrogen pressure and temperatures,25.4.1.1 Boiler and Turbine Adjustments,Ensuring turbines are designed for the operational demands of hydrogen.,
151,"Appropriate selection, design and maintenance of combustion, compression, pumping and turbine systems and equipment to withstand hydrogen pressure and temperatures",5,"Maintenance of combustion, compression, pumping, and turbine systems to ensure reliability under hydrogen conditions",6.4.2 Operation and Maintenance,Focused on the upkeep of these systems to withstand hydrogen pressure and temperature variations.,
152,"Reservoir geochemistry, modeling CO2-water-mineral interactions",1,Understanding reservoir geochemistry related to CO2-water-mineral interactions,17.3 Impact of Gas Interchangeability on Systems,Focused on understanding the geochemical processes involved in CO2-water-mineral interactions.,
152,"Reservoir geochemistry, modeling CO2-water-mineral interactions",2,Modeling CO2-water-mineral interactions in reservoirs,24.4.1 Identifying Integration Issues,Related to the modeling and evaluation of CO2 interactions within reservoir systems.,
153,Understanding of CO2 compression properties and processes,1,Understanding CO2 compression properties,17.2 Indicators of Gas Interchangeability,Focused on understanding the specific properties of CO2 under compression.,
153,Understanding of CO2 compression properties and processes,2,Understanding CO2 compression processes,14.1.2 Liquefaction Technologies,"Related to the processes involved in CO2 compression, potentially linked with liquefaction processes.",
154,"Migration modeling, zone selection and storage design",1,Migration modeling for CO2 storage,24.2.2 System-Level Integration,Focused on modeling the migration of CO2 within storage systems.,
154,"Migration modeling, zone selection and storage design",2,Zone selection for CO2 storage,25.4.1.1 Boiler and Turbine Adjustments,Related to the strategic selection of storage zones to optimize safety and efficiency.,
154,"Migration modeling, zone selection and storage design",3,Storage design for CO2,14.3.1 Types of Storage Containers,Focused on the design of storage systems that are appropriate for CO2.,
155,Appropriate selection and maintenance of key instrumentation equipment and systems associated with a SMR and/or ATR hydrogen production plant,1,Selection of key instrumentation for SMR and/or ATR hydrogen production plant,16.3.2 Control Systems and Automation,Focused on selecting appropriate instrumentation for process control in SMR and/or ATR hydrogen production.,
155,Appropriate selection and maintenance of key instrumentation equipment and systems associated with a SMR and/or ATR hydrogen production plant,2,Maintenance of instrumentation systems in SMR and/or ATR hydrogen production plant,6.4.2 Operation and Maintenance,Focused on maintaining the functionality and reliability of instrumentation systems in hydrogen production processes.,
156,Understanding materials behaviour in liquid and high and low pressure CO2,1,Understanding materials behavior in liquid CO2,18.1 Molecular Interaction of Hydrogen with Materials,Focused on understanding how materials behave when exposed to liquid CO2.,
156,Understanding materials behaviour in liquid and high and low pressure CO2,2,Understanding materials behavior in high-pressure CO2,18.1.1 Hydrogen Interaction with Steel,"Related to understanding how materials, particularly metals, behave under high-pressure CO2.",
156,Understanding materials behaviour in liquid and high and low pressure CO2,3,Understanding materials behavior in low-pressure CO2,18.1.2 Hydrogen Interaction with Plastics,Focused on understanding how materials behave under low-pressure CO2 environments.,
157,Knowledge of stationary and rotating equipment and systems required for pipeline transmission of liquid and/or gaseous CO2,1,Knowledge of stationary equipment required for pipeline transmission of liquid CO2,13.3.1 Types of Storage Vessels,Focused on stationary equipment such as storage vessels in liquid CO2 pipeline transmission.,
157,Knowledge of stationary and rotating equipment and systems required for pipeline transmission of liquid and/or gaseous CO2,2,Knowledge of stationary equipment required for pipeline transmission of gaseous CO2,6.3.1 Design Considerations for Hydrogen Pipelines,Related to stationary equipment needed for gaseous CO2 pipeline transmission.,
157,Knowledge of stationary and rotating equipment and systems required for pipeline transmission of liquid and/or gaseous CO2,3,Knowledge of rotating equipment required for pipeline transmission of liquid CO2,13.1.2 Compression Technologies,Focused on rotating equipment such as compressors in liquid CO2 pipeline transmission.,
157,Knowledge of stationary and rotating equipment and systems required for pipeline transmission of liquid and/or gaseous CO2,4,Knowledge of rotating equipment required for pipeline transmission of gaseous CO2,25.3.2 Flame Stability and Burner Design,Related to rotating equipment like compressors in gaseous CO2 pipeline transmission.,
158,Understanding of reservoir data as it relates to CO2 injection and storage,1,Understanding of reservoir data for CO2 injection,20.4.2.1 Retrofitting with Enhanced Components,Focused on the interpretation of reservoir data to guide CO2 injection processes.,
158,Understanding of reservoir data as it relates to CO2 injection and storage,2,Understanding of reservoir data for CO2 storage,23.4.1.1 Synergies with Chemical Manufacturing,Related to using reservoir data to evaluate and optimize CO2 storage strategies.,
159,"Understanding of reservoir engineering fundamentals for CO2 injection and well testing, pressure and rate transient analysis, fluid characterization",1,Understanding of reservoir engineering fundamentals for CO2 injection,26.5.1.2 Addressing Concerns and Building Consensus,Focused on the core principles of reservoir engineering specific to CO2 injection.,
159,"Understanding of reservoir engineering fundamentals for CO2 injection and well testing, pressure and rate transient analysis, fluid characterization",2,Understanding of well testing for CO2 injection,18.2.2 Material Durability Testing,Related to testing methods to ensure wells are appropriate for CO2 injection.,
159,"Understanding of reservoir engineering fundamentals for CO2 injection and well testing, pressure and rate transient analysis, fluid characterization",3,Understanding of pressure and rate transient analysis for CO2 injection,17.3.2 Safety Considerations in Gas Interchangeability,Focused on analyzing pressure and rate transients during CO2 injection.,
159,"Understanding of reservoir engineering fundamentals for CO2 injection and well testing, pressure and rate transient analysis, fluid characterization",4,Understanding of fluid characterization for CO2 injection,17.2.3 Wobbe Index,Focused on characterizing fluids involved in CO2 injection.,
160,"Knowledge of materials, equipment and components to use to withstand hydrogen pressure and temperatures",1,Knowledge of materials suitable for withstanding hydrogen pressure and temperatures,18.1.1 Hydrogen Interaction with Steel,Focused on selecting materials that are compatible with hydrogen under varying pressure and temperature conditions.,
160,"Knowledge of materials, equipment and components to use to withstand hydrogen pressure and temperatures",2,Knowledge of equipment designed to withstand hydrogen pressure and temperatures,16.3.1.1 Electrolyzers and Associated Systems,Related to selecting and designing equipment that can handle hydrogen's specific pressure and temperature requirements.,
160,"Knowledge of materials, equipment and components to use to withstand hydrogen pressure and temperatures",3,Knowledge of components that can endure hydrogen pressure and temperatures,13.1.2 Compression Technologies,Focused on selecting components like compressors that are designed for hydrogen environments.,
161,Understanding of measurement equipment and instrumentation associated with CO2 transmission,1,Understanding of measurement equipment used in CO2 transmission,18.2.2 Material Durability Testing,"Focused on ensuring the measurement equipment is suitable for CO2 environments, particularly under pressure.",
161,Understanding of measurement equipment and instrumentation associated with CO2 transmission,2,Understanding of instrumentation used in CO2 transmission,16.2.2.1 Purification Technologies,Related to selecting and utilizing instrumentation that is compatible with CO2 transmission processes.,
162,"Appropriate selection, design and maintenance of compression, pumping and turbine systems and hydraulic and pumping systems and equipment",1,Selection and design of compression systems,13.1.2 Compression Technologies,Focused on selecting and designing compression systems to withstand various conditions.,
162,"Appropriate selection, design and maintenance of compression, pumping and turbine systems and hydraulic and pumping systems and equipment",2,Selection and design of pumping systems,16.3.1.2 Reformers and Gasifiers,Focused on ensuring that pumping systems are compatible with the specific needs of hydrogen or CO2 processes.,
162,"Appropriate selection, design and maintenance of compression, pumping and turbine systems and hydraulic and pumping systems and equipment",3,Selection and design of turbine systems,25.3.2.1 Modifications to Burners for Hydrogen Compatibility,Focused on designing turbine systems to operate safely under hydrogen conditions.,
162,"Appropriate selection, design and maintenance of compression, pumping and turbine systems and hydraulic and pumping systems and equipment",4,"Maintenance of compression, pumping, and turbine systems",19.3.2.1 Hazard Identification and Risk Assessment,Ensuring ongoing maintenance of these systems to maintain their integrity and functionality.,
163,"Carbon properties, behaviour and potential hazards created",1,Understanding of carbon's physical and chemical properties,1.1 Chemical Properties of Hydrogen,"Applied to carbon in this context, focusing on understanding its behavior in various forms.",
163,"Carbon properties, behaviour and potential hazards created",2,Awareness of potential hazards related to carbon,1.3 Property Risks of Hydrogen,Applied to carbon in terms of risks associated with handling and interaction in various environments.,
164,Materials selection including coatings for CO2 pipeline and related facilities,1,Selection of materials for CO2 pipelines,6.2.1.1 Compatibility with Hydrogen,"Applied to CO2, focusing on ensuring material compatibility in pipelines.",
164,Materials selection including coatings for CO2 pipeline and related facilities,2,Application of coatings to protect CO2 pipelines,18.3.1.2 Surface Treatments and Coatings,Focused on coatings that prevent corrosion and degradation in CO2 pipelines and related facilities.,
165,"Appropriate selection, design and maintenance of related carbon capture equipment, materials, coatings, etc.",1,Selection and design of carbon capture equipment,16.3.1.2 Reformers and Gasifiers,"Applied to carbon capture, focusing on selecting and designing equipment.",
165,"Appropriate selection, design and maintenance of related carbon capture equipment, materials, coatings, etc.",2,Selection of materials for carbon capture systems,18.1.3 Hydrogen Interaction with Composite Materials,"Applied to carbon capture, focusing on material selection for durability and compatibility.",
165,"Appropriate selection, design and maintenance of related carbon capture equipment, materials, coatings, etc.",3,Application of coatings to protect carbon capture systems,18.3.1.2 Surface Treatments and Coatings,Focused on coatings that prevent corrosion and degradation in carbon capture equipment.,
165,"Appropriate selection, design and maintenance of related carbon capture equipment, materials, coatings, etc.",4,Maintenance of carbon capture systems and materials,6.4.2 Operation and Maintenance,Focused on the upkeep and maintenance of carbon capture systems to ensure long-term reliability.,
167,"Understanding of reservoir engineering fundamentals for CO2 injection and well testing, pressure and rate transient analysis, fluid characterization",1,Understanding reservoir engineering fundamentals for CO2 injection,26.5.1.2 Addressing Concerns and Building Consensus,Focused on ensuring CO2 injection processes are well understood and managed within reservoir engineering practices.,
167,"Understanding of reservoir engineering fundamentals for CO2 injection and well testing, pressure and rate transient analysis, fluid characterization",2,Understanding well testing and analysis for CO2 injection,26.5.2.1 Case Studies of Existing Sites,Related to testing and analysis of well behavior under CO2 injection conditions.,
167,"Understanding of reservoir engineering fundamentals for CO2 injection and well testing, pressure and rate transient analysis, fluid characterization",3,Understanding pressure and rate transient analysis for CO2 injection,26.4.1.2 Digital and Print Communication Strategies,Related to analysis and interpretation of pressure and rate data during CO2 injection.,
167,"Understanding of reservoir engineering fundamentals for CO2 injection and well testing, pressure and rate transient analysis, fluid characterization",4,Understanding fluid characterization in CO2 injection contexts,26.5.1.1 Early and Continuous Stakeholder Engagement,Focused on the analysis and understanding of fluid properties in CO2 injection scenarios.,
168,Knowledge of appropriate CO2 material and coating selection,1,Knowledge of material selection for CO2 environments,21.4.1 Function of Capacitors in Power Electronics,Focused on understanding materials that are compatible with CO2 under various conditions.,
168,Knowledge of appropriate CO2 material and coating selection,2,Knowledge of coating selection for CO2 environments,18.3.1.1 Use of Hydrogen-Resistant Alloys,Related to choosing appropriate coatings to protect against corrosion and other CO2-related effects.,
169,Understanding of properties and characteristics of CO2 in a liquid state,1,Understanding of the physical properties of CO2 in a liquid state,14.2.1 Physical and Chemical Properties at Cryogenic Temperatures,"Focused on the understanding of CO2's properties at cryogenic temperatures, relevant to its liquid state.",
169,Understanding of properties and characteristics of CO2 in a liquid state,2,Understanding of the behavior of CO2 in a liquid state,14.2.2 Behavior of Hydrogen as a Liquid,Related to the specific behaviors and interactions of liquid CO2 in storage and transportation.,
170,"Pressure, voltage, temperature (PVT) characterization and thermal/flow modeling specific to sequestered gas and/or liquid composition",1,PVT characterization specific to sequestered gas and liquid composition,16.3.2.2 Monitoring and Testing of H2 Purity,"Focused on the analysis of pressure, voltage, and temperature in the context of sequestered gases and liquids.",
170,"Pressure, voltage, temperature (PVT) characterization and thermal/flow modeling specific to sequestered gas and/or liquid composition",2,Thermal/flow modeling for sequestered gas and liquid compositions,17.3.3 Environmental Impact of Gas Substitution,Related to the thermal and flow modeling aspects of sequestered gas and liquid compositions for environmental and system analysis.,
172,Advanced knowledge of legislation relating to hydrogen safety codes and standards,1,In-depth understanding of hydrogen safety legislation,5.2.2.1 National and International Standards,Focused on knowledge of specific hydrogen safety legislation and how it applies nationally and internationally.,
172,Advanced knowledge of legislation relating to hydrogen safety codes and standards,2,Application of hydrogen safety codes and standards in operations,5.2.2.2 Safety and Compliance Requirements,Related to applying safety standards in hydrogen-related operations to ensure compliance.,
173,"Knowledge of CCS related regulations, standards and codes",1,Understanding of regulations and standards specific to Carbon Capture and Storage (CCS),5.2.2.1 National and International Standards,Focused on knowledge of regulations and standards applicable to CCS.,
173,"Knowledge of CCS related regulations, standards and codes",2,Application of CCS-related codes in project implementation,5.2.2.2 Safety and Compliance Requirements,Related to applying CCS codes and standards to ensure compliance in relevant projects.,
174,Knowledge of CO2 value-chains,1,"Understanding of the CO2 value chain, including production, transportation, and storage",16.1 Overview of Hydrogen Production Methods (adapted for CO2),"This is mapped to a similar taxonomy location as hydrogen, focusing on CO2 instead of hydrogen.",
174,Knowledge of CO2 value-chains,2,Application of CO2 value chain knowledge to optimize processes,22.1 Planning and Coordination of Material Flow,Related to using value chain knowledge to enhance material flow in CO2 management.,
175,Knowledge of carbon capture plant control systems and advanced control systems for process optimisation,1,Understanding control systems in carbon capture plants,19.1 Programming Control Modules,Related to the programming and management of control systems in carbon capture contexts.,
175,Knowledge of carbon capture plant control systems and advanced control systems for process optimisation,2,Optimization of control systems for process efficiency in carbon capture,19.1.3 Optimization of Process Efficiency,Focuses on optimizing advanced control systems for improving efficiency in carbon capture plants.,
176,Maintenance of equipment and systems involved in carbon capture plant,1,Maintenance of equipment in carbon capture plants,6.4.2 Operation and Maintenance,Focused on the routine maintenance of equipment and systems within carbon capture plants to ensure reliability.,
176,Maintenance of equipment and systems involved in carbon capture plant,2,Monitoring and inspection of carbon capture systems for maintenance,19.2.2 Diagnostics and Troubleshooting,Related to the monitoring and inspection tasks that are part of maintenance routines in carbon capture systems.,
177,"Pressure, voltage, temperature (PVT) characterization and thermal/flow modeling specific to sequestered gas composition",1,PVT characterization specific to sequestered gas,17.2.2.1 Measurement of Calorific Value,"Focused on characterizing pressure, voltage, and temperature for sequestered gases.",
177,"Pressure, voltage, temperature (PVT) characterization and thermal/flow modeling specific to sequestered gas composition",2,Thermal and flow modeling for sequestered gas composition,17.3.3 Environmental Impact of Gas Substitution,Related to thermal and flow modeling to assess environmental impacts and system behaviors for sequestered gases.,
178,"Understanding of carbon capture, separation, purification and liquefaction processes and steam generation processes",1,Understanding of carbon capture and separation processes,25.1.2 Benefits and Challenges of Co-Firing,Focused on the understanding of carbon capture and separation processes.,
178,"Understanding of carbon capture, separation, purification and liquefaction processes and steam generation processes",2,Understanding of purification and liquefaction processes,17.1.2.2 Steam Addition,Related to purification and liquefaction within the gas conversion context.,
178,"Understanding of carbon capture, separation, purification and liquefaction processes and steam generation processes",3,Understanding of steam generation processes,16.1.1.2 Steam Methane Reforming (SMR),"Focused on the steam generation processes, particularly in relation to SMR.",
179,"Understanding of cavern engineering fundamentals for hydrogen injection and well testing, pressure and rate transient analysis, fluid characterization",1,Understanding of cavern engineering fundamentals for hydrogen injection,"24.1.1.2 Sourcing of Ancillary Components (e.g., power electronics, cooling systems)",Focused on the fundamentals of cavern engineering specific to hydrogen injection.,
179,"Understanding of cavern engineering fundamentals for hydrogen injection and well testing, pressure and rate transient analysis, fluid characterization",2,"Understanding of well testing, pressure and rate transient analysis",16.3.2.2 Monitoring and Testing of H2 Purity,Related to well testing and analysis for hydrogen systems.,
179,"Understanding of cavern engineering fundamentals for hydrogen injection and well testing, pressure and rate transient analysis, fluid characterization",3,Understanding of fluid characterization in cavern environments,17.2.1 Heating Value of Gases,Focused on fluid characterization in the context of hydrogen storage and injection.,
180,Understanding of appropriate well completion solutions for CO2 given subsurface condition and need for long-term well integrity,1,Understanding of well completion solutions for CO2 based on subsurface conditions,17.1.1.1 Understanding CO2 pipeline transmission,Focused on well completion solutions considering subsurface conditions for CO2.,
180,Understanding of appropriate well completion solutions for CO2 given subsurface condition and need for long-term well integrity,2,Understanding of long-term well integrity in CO2 environments,16.4.1.2 Minimization of By-Products,Related to maintaining well integrity over time in CO2 environments.,
181,Understanding of hydrogen production process using SMR and/or ATR,1,Understanding of hydrogen production process using Steam Methane Reforming (SMR),11.1 Overview of Steam Methane Reforming (SMR),Focused on the fundamental process of SMR for hydrogen production.,
181,Understanding of hydrogen production process using SMR and/or ATR,2,Understanding of hydrogen production process using Autothermal Reforming (ATR),16.1.1 Overview of Hydrogen Production Methods,Covers the basics of ATR as part of the broader hydrogen production methods.,
182,Understanding of reservoir data as it relates to hydrogen injection and storage,1,Understanding of reservoir data interpretation for hydrogen injection,17.3 Impact of Gas Interchangeability on Systems,Focused on how reservoir data impacts the behavior and safety of hydrogen injection.,
182,Understanding of reservoir data as it relates to hydrogen injection and storage,2,Understanding of reservoir data for hydrogen storage efficiency,15.3.3 Safety Protocols for Storing Hydrogen Carriers,Covers how reservoir data informs safe and efficient hydrogen storage.,
183,Knowledge of automated process systems and controls systems for SMR/ATR,1,Understanding of automated process systems for SMR/ATR,16.3.2 Control Systems and Automation,Focused on the application of automation in Steam Methane Reforming (SMR) and Autothermal Reforming (ATR) processes.,
183,Knowledge of automated process systems and controls systems for SMR/ATR,2,Knowledge of control systems for optimizing SMR/ATR processes,19.1.3 Optimization of Process Efficiency,Covers the role of control systems in optimizing the efficiency of SMR/ATR processes.,
184,Knowledge of electrical equipment and instrumentation systems required for pipeline transmission of liquid and/or gaseous CO2,1,Understanding of electrical equipment required for pipeline transmission of CO2,21.1 Overview of High-Voltage Systems,Focused on the knowledge of electrical systems for CO2 pipeline operations.,
184,Knowledge of electrical equipment and instrumentation systems required for pipeline transmission of liquid and/or gaseous CO2,2,Knowledge of instrumentation systems for monitoring CO2 pipeline transmission,19.2.1 Real-Time Monitoring of Process Variables,Related to monitoring systems for CO2 pipeline transmission.,
185,Knowledge of SMR/ATR hydrogen production plant control systems and advanced control systems for process optimisation,1,Understanding of control systems used in SMR/ATR hydrogen production plants,19.1 Programming Control Modules,Focused on the knowledge of control systems used in SMR/ATR plants.,
185,Knowledge of SMR/ATR hydrogen production plant control systems and advanced control systems for process optimisation,2,Optimization of control systems in SMR/ATR hydrogen production processes,19.1.3 Optimization of Process Efficiency,Focused on optimizing control systems for better efficiency in SMR/ATR hydrogen production.,
186,"Appropriate selection, design and maintenance of CO2 compression, turbine systems and equipment",1,Selection and design of CO2 compression systems,17.1 Processes for Gas Conversion,Focused on selecting and designing compression systems for CO2.,
186,"Appropriate selection, design and maintenance of CO2 compression, turbine systems and equipment",2,Selection and design of turbine systems for CO2 environments,21.5 Integration of High-Voltage Systems with Hydrogen Production,Related to designing turbines compatible with CO2 environments.,
186,"Appropriate selection, design and maintenance of CO2 compression, turbine systems and equipment",3,Maintenance of CO2 compression systems,19.3.2 Risk Mitigation and Response,Focused on maintaining the integrity and functionality of compression systems.,
186,"Appropriate selection, design and maintenance of CO2 compression, turbine systems and equipment",4,Maintenance of turbine systems for CO2 environments,25.4.1.1 Boiler and Turbine Adjustments,Related to the maintenance and optimization of turbine systems for CO2 applications.,
187,"Appropriate selection, design and maintenance of vessels, piping systems, cryogenic systems and fitting, valves and seals for CO2",1,Selection and design of vessels for CO2 environments,13.3.1 Types of Storage Vessels,Focused on selecting and designing vessels for CO2 storage.,
187,"Appropriate selection, design and maintenance of vessels, piping systems, cryogenic systems and fitting, valves and seals for CO2",2,Selection and design of piping systems and fittings for CO2 environments,6.3.1 Design Considerations for Hydrogen Pipelines,Related to designing piping systems that handle CO2.,
187,"Appropriate selection, design and maintenance of vessels, piping systems, cryogenic systems and fitting, valves and seals for CO2",3,Selection and design of cryogenic systems for CO2 storage,14.1.2 Liquefaction Technologies,Focused on designing cryogenic systems for CO2.,
187,"Appropriate selection, design and maintenance of vessels, piping systems, cryogenic systems and fitting, valves and seals for CO2",4,Selection and design of valves and seals for CO2 environments,18.2.2 Material Durability Testing,Related to ensuring valves and seals are durable under CO2 conditions.,
187,"Appropriate selection, design and maintenance of vessels, piping systems, cryogenic systems and fitting, valves and seals for CO2",5,"Maintenance of vessels, piping systems, cryogenic systems, valves, and seals",6.4.2 Operation and Maintenance,Focused on maintaining these systems to ensure reliability under CO2 conditions.,
188,"Appropriate selection of materials, coatings, seals, etc. for the maintenance of CO2 compression facility equipment and systems",1,Selection of appropriate materials for CO2 compression facility maintenance,18.1.2 Hydrogen Interaction with Plastics,Focused on selecting materials compatible with CO2 for compression facilities.,
188,"Appropriate selection of materials, coatings, seals, etc. for the maintenance of CO2 compression facility equipment and systems",2,Selection of appropriate coatings for CO2 compression facility maintenance,18.3.1.2 Surface Treatments and Coatings,Related to selecting surface treatments and coatings for CO2 environments.,
188,"Appropriate selection of materials, coatings, seals, etc. for the maintenance of CO2 compression facility equipment and systems",3,Selection of seals for CO2 compression facility maintenance,18.2.2 Material Durability Testing,Ensuring seals are durable under CO2 conditions.,
189,Understanding of properties and characteristics of CO2 in liquid and gas state,1,Understanding properties and characteristics of CO2 in a liquid state,18.1.3.1 Fiber-Matrix Interaction with Hydrogen,Focused on understanding how CO2 interacts at a molecular level in its liquid state.,
189,Understanding of properties and characteristics of CO2 in liquid and gas state,2,Understanding properties and characteristics of CO2 in a gaseous state,18.1.2.1 Permeation and Diffusion in Plastics,Related to understanding CO2 behavior in its gaseous state and interactions with materials.,
190,"Maintenance of vessels, compressors, piping systems and fitting, valves and seals, coatings and insulation to withstand hydrogen pressure and temperatures",1,Maintenance of vessels to withstand hydrogen pressure and temperatures,6.4.2.3 Regular Maintenance Procedures,Focused on maintaining vessels under varying hydrogen conditions.,
190,"Maintenance of vessels, compressors, piping systems and fitting, valves and seals, coatings and insulation to withstand hydrogen pressure and temperatures",2,Maintenance of compressors to withstand hydrogen pressure and temperatures,13.3.3.2 Leak Detection and Prevention,Related to maintaining compressors to handle hydrogen conditions effectively.,
190,"Maintenance of vessels, compressors, piping systems and fitting, valves and seals, coatings and insulation to withstand hydrogen pressure and temperatures",3,Maintenance of piping systems and fittings under hydrogen conditions,6.4.2.2 Pressure Control Systems,Focused on ensuring piping systems and fittings are maintained under hydrogen pressure and temperature variations.,
190,"Maintenance of vessels, compressors, piping systems and fitting, valves and seals, coatings and insulation to withstand hydrogen pressure and temperatures",4,Maintenance of valves and seals to withstand hydrogen pressure and temperatures,18.2.2.2 Hardness and Toughness Testing,Related to maintaining the durability of valves and seals under hydrogen conditions.,
190,"Maintenance of vessels, compressors, piping systems and fitting, valves and seals, coatings and insulation to withstand hydrogen pressure and temperatures",5,Maintenance of coatings and insulation to protect against hydrogen conditions,18.3.1.2 Surface Treatments and Coatings,Focused on maintaining protective coatings and insulation for hydrogen applications.,
191,"Understanding of measurement equipment and instrumentation associated with carbon capture, separation, purification and liquefication processes",1,Understanding of measurement equipment and instrumentation for carbon capture processes,19.2.1.1 Pressure and Temperature Monitoring,Focused on understanding the equipment used in monitoring carbon capture processes.,
191,"Understanding of measurement equipment and instrumentation associated with carbon capture, separation, purification and liquefication processes",2,Understanding of measurement equipment and instrumentation for carbon separation and purification,19.2.1.2 Flow Rate and Composition Analysis,Related to understanding the instrumentation used in carbon separation and purification processes.,
191,"Understanding of measurement equipment and instrumentation associated with carbon capture, separation, purification and liquefication processes",3,Understanding of measurement equipment and instrumentation for carbon liquefication,19.2.2.2 System Diagnostics and Fault Analysis,Focused on the measurement equipment specific to carbon liquefication processes.,
192,"Pressure, voltage, temperature (PVT) characterization and thermal/flow modeling specific to sequestered CO2 composition",1,PVT characterization specific to sequestered CO2 composition,16.2.2.2 Monitoring and Testing of H2 Purity,"Adapted for CO2, focusing on monitoring and testing of pressure, voltage, and temperature in CO2 storage.",
192,"Pressure, voltage, temperature (PVT) characterization and thermal/flow modeling specific to sequestered CO2 composition",2,Thermal/flow modeling specific to sequestered CO2 composition,19.1.3.1 Real-Time Process Optimization,Focused on thermal and flow modeling for optimizing CO2 sequestration processes.,
193,Understanding of properties and characteristics of CO2 in a gas and liquid state,1,Understanding the properties and characteristics of CO2 in a gaseous state,16.1.1.4 Hydrogen Production from Renewables,Adapted for CO2 to understand its behavior in a gaseous form.,
193,Understanding of properties and characteristics of CO2 in a gas and liquid state,2,Understanding the properties and characteristics of CO2 in a liquid state,14.2.1 Physical and Chemical Properties at Cryogenic Temperatures,"Focused on understanding CO2 in a liquid state, particularly under cryogenic conditions.",
194,"Understanding of current and evolving environmental, energy and climate change policy and regulatory frameworks in Canada, USA and Internationally as they pertain to hydrogen",1,"Understanding of current environmental policy and regulatory frameworks in Canada, USA, and internationally",5.2.2 Regulatory Frameworks,Focused on the environmental aspect of hydrogen policy and regulations.,
194,"Understanding of current and evolving environmental, energy and climate change policy and regulatory frameworks in Canada, USA and Internationally as they pertain to hydrogen",2,"Understanding of evolving energy policy and regulatory frameworks in Canada, USA, and internationally",5.2.1 Impact of Government Policy,Related to how energy policy impacts hydrogen adoption and industry growth.,
194,"Understanding of current and evolving environmental, energy and climate change policy and regulatory frameworks in Canada, USA and Internationally as they pertain to hydrogen",3,"Understanding of climate change policy and its influence on hydrogen regulations in Canada, USA, and internationally",5.2.1.2 Environmental Regulations,Focused on how climate change policy shapes hydrogen regulations.,
194,"Understanding of current and evolving environmental, energy and climate change policy and regulatory frameworks in Canada, USA and Internationally as they pertain to hydrogen",4,"Understanding of the interplay between different policy areas (environmental, energy, climate change) and their impact on hydrogen",5.2.2.3 Market Entry Barriers,Relates to how these policies might create or reduce barriers for hydrogen market entry globally.,
195,Maintenance of equipment and systems involved in combined-cycle power generation using hydrogen blending,1,Maintenance of power generation equipment used in combined-cycle systems with hydrogen blending,25.4.2 Safety and Monitoring in Co-Firing Operations,Focused on the maintenance of equipment to ensure safe operation in hydrogen blending systems,
