requirement_id,requirement,occupation_id,core_occupation,value_chain,technology,qualifications
367,"CO2 properties, behaviour and potential hazards created",26,Lab technician,Production,CCS,"Post-secondary diploma: • Chemical, Process or Petroleum technology • Laboratory technician"
367,"CO2 properties, behaviour and potential hazards created",81,Service rig crew,Storage,CCS-Underground,"Leasehand is the entry level position on a service rig crew. Requirements include: • Legally eligible to work in Canada • At least 18 years of age • Possess a valid driver's license • Physically fit • Ability to work safely and plan ahead • Mechanical aptitude • Oilfield safety certifications Must pass pre-employment drug and alcohol test With experience, Leasehands can progress through to: Floorhand, Derrickhand, Driller and Operator positions."
367,"CO2 properties, behaviour and potential hazards created",80,Reservoir technologist,Storage,CCS-Underground,"Technologist Diploma: Chemical, Petroleum Engineering"
367,"CO2 properties, behaviour and potential hazards created",76,Geologist Geophysicist,Storage,CCS-Underground,Bachelor's of Science Degree: Geology or Geophysics
367,"CO2 properties, behaviour and potential hazards created",42,Electrical & instrumentation engineer,Production,CCS,Bachelor's Degree: Electrical & Instrumentation Engineering
367,"CO2 properties, behaviour and potential hazards created",45,Control room operator,Production,CCS,Typically an experienced plant operator. Power Engineer/Stationary Engineer Certification.
367,"CO2 properties, behaviour and potential hazards created",46,Mechanical engineer - Equipment & piping,Production,CCS,Bachelor's Degree: Mechanical Engineering
367,"CO2 properties, behaviour and potential hazards created",47,Mechanical engineer - Reliability,Production,CCS,Bachelor's Degree: Mechanical Engineering
367,"CO2 properties, behaviour and potential hazards created",75,Reservoir engineer,Storage,CCS-Underground,"Bachelor's Degree: Chemical, Mechanical or Petroleum Engineering"
367,"CO2 properties, behaviour and potential hazards created",74,Drilling & completion engineer,Storage,CCS-Underground,"Bachelor's Degree: Chemical, Mechanical or Petroleum Engineering"
367,"CO2 properties, behaviour and potential hazards created",48,Process control engineer,Production,CCS,Bachelor's Degree: Chemical or Electrical & Instrumentation Engineering
367,"CO2 properties, behaviour and potential hazards created",73,Station operator - Pump,Transport,CCS-Pipeline,"Multiple pathways to this career: • Certificate of Qualification: Industrial Electrician or Industrial Mechanic (Millwright) • Registered apprentice • Technologist diploma: Electrical Engineering, Mechanical Engineering"
367,"CO2 properties, behaviour and potential hazards created",71,Station operator- Compression,Transport,CCS-Pipeline,"Multiple pathways to this career: • Certificate of Qualification: Industrial Electrician or Industrial Mechanic (Millwright) • Registered apprentice • Technologist diploma: Electrical Engineering, Mechanical Engineering"
367,"CO2 properties, behaviour and potential hazards created",41,Automation & controls specialist,Production,CCS,"Multiple pathways to this career: • Bachelor's Degree: Automation, Instrumentation & Controls or Electrical Engineering • Certificate of Qualification in Instrument technician • Instrumentation Engineering Technology diploma"
367,"CO2 properties, behaviour and potential hazards created",70,Pipeline technician - Mechanical,Transport,CCS-Pipeline,Multiple pathways to this career: • Certificate of Qualification: Industrial Mechanic (Millwright) • Registered apprentice • Technologist diploma: Mechanical Engineering Valid driver's license + clean abstract
367,"CO2 properties, behaviour and potential hazards created",49,Process engineer,Production,CCS,Bachelor's Degree: Chemical or Process Engineering
367,"CO2 properties, behaviour and potential hazards created",57,Plant operator,Production,CCS,Power Engineer/Stationary Engineer Certification
367,"CO2 properties, behaviour and potential hazards created",69,Pipeline technician - Electrical & Instrumentation,Transport,CCS-Pipeline,Multiple pathways to this career: • Certificate of Qualification in Instrumentation technician or Industrial Electrician • Registered apprentice • Technologist diploma in Instrumentation engineering or Electrical engineering Valid driver's license + clean abstract
367,"CO2 properties, behaviour and potential hazards created",68,Pipeline scheduler,Transport,CCS-Pipeline,"Post-secondary certification in business, commerce or or related discipline"
367,"CO2 properties, behaviour and potential hazards created",67,Control centre operator,Transport,CCS-Pipeline,"Technology certification in Chemical Engineering, Power Engineering, or Petrochemical Engineering Technology"
367,"CO2 properties, behaviour and potential hazards created",51,Production engineer,Production,CCS,Bachelor's Degree: Chemical or Mechanical Engineering
367,"CO2 properties, behaviour and potential hazards created",52,Maintenance planner,Production,CCS,"Multiple pathways to this career: • Certificate of Qualification in Industrial electrician, Industrial mechanic/Millwright or Instrumentation technician • Bachelor's Degree: Electrical or Mechanical Engineering"
367,"CO2 properties, behaviour and potential hazards created",53,Maintenance trade - Electrical,Production,CCS,Certificate of Qualification in Industrial Electrician • Registered apprentice
367,"CO2 properties, behaviour and potential hazards created",54,Maintenance trade - Instrumentation & controls,Production,CCS,Certificate of Qualification in Instrumentation technician • Registered apprentice
367,"CO2 properties, behaviour and potential hazards created",65,Pipeline integrity specialist,Transport,CCS-Pipeline,"Bachelor's Degree: Chemical, Materials, Metallurgical or Mechanical Engineering National Association of Corrosion Engineers (NACE) certification"
367,"CO2 properties, behaviour and potential hazards created",55,Maintenance trade - Mechanical,Production,CCS,Certificate of Qualification in Industrial Mechanic or Millwright • Registered apprentice Experience as a Pipefitter and/or Class A welder an asset
367,"CO2 properties, behaviour and potential hazards created",58,Automation & controls specialist,Transport,CCS-Pipeline,"Multiple pathways to this career: • Bachelor's Degree: Automation, Instrumentation & Controls or Electrical Engineering • Certificate of Qualification in Instrument technician • Technology Diploma: Instrumentation Engineering"
367,"CO2 properties, behaviour and potential hazards created",86,Geologist Geophysicist,Storage,"CCS-Measurement, Monitoring, Verification",Post-secondary degree in Geophysics and/or Geology is required.
367,"CO2 properties, behaviour and potential hazards created",64,Pipeline engineer,Transport,CCS-Pipeline,"Bachelor's Degree: Chemical, Civil or Mechanical Engineering"
367,"CO2 properties, behaviour and potential hazards created",59,Compression specialist,Transport,CCS-Pipeline,"Multiple pathways to this career: • Bachelor's Degree: Aerospace, Chemical or Mechanical Engineering • Technologist Diploma: Aerospace Engineering, Mechanical Engineering"
367,"CO2 properties, behaviour and potential hazards created",60,Corrosion specialist,Transport,CCS-Pipeline,"Multiple pathways to this career: • Bachelor's Degree: Materials or Mechanical Engineering • Technologist Diploma: Materials Engineering, Mechanical Engineering Valid driver's license + clean abstract National Association of Corrosion Engineers (NACE) certification"
368,Appropriate selection and maintenance of key instrumentation equipment and systems associated with carbon capture plant and technology,54,Maintenance trade - Instrumentation & controls,Production,CCS,Certificate of Qualification in Instrumentation technician • Registered apprentice
369,"Procedures to trace, locate and repair hydrogen leaks",168,Utility operator,End Use,Heating,Grade 12 Diploma or G.E.D. Valid driver's licence + clean abstract Natural gas utility operator certification or some Canadian utility companies will hire labourers and move them into trainee operator positions with their in-house training and progression program
369,"Procedures to trace, locate and repair hydrogen leaks",164,"Gasfitter (also known as: Gas technician, Customer service technician, Gas Servicer)",End Use,Heating,"Certification of Qualification: Gasfitter • Registered apprentice There are two types : • Gasfitter 1st Class: works on all equipment • Gasfitter 2nd Class: works on equipment with less than 400,000 BTUs (British thermal units) Valid driver's license + clean abstract Welding experience/credentials are considered an asset"
369,"Procedures to trace, locate and repair hydrogen leaks",170,Utility services technician,End Use,Heating,"Multiple pathways to this career: • Bachelor's Degree: Civil, Mechanical Engineering • Engineering Technology Diploma: Civil, Mechanical Related tickets/certifications considered an asset: • Damage Prevention • Gas Pipeline Inspection Valid driver's license + clean abstract"
369,"Procedures to trace, locate and repair hydrogen leaks",165,"HVAC technician (also known as: Refrigeration and Air Conditioning Mechanic, HVAC-R technician)",End Use,Heating,Certification of Qualification: Refrigeration and Air Conditioning Mechanic • Registered apprentice Valid driver's license + clean abstract
369,"Procedures to trace, locate and repair hydrogen leaks",167,Utility inspector,End Use,Heating,"Multiple pathways to this career: • Bachelor's Degree: Civil, Mechanical Engineering • Engineering Technology Diploma: Civil, Mechanical Related tickets/certifications considered an asset: • Damage Prevention • Gas Pipeline Inspection Valid driver's license + clean abstract"
370,Understanding of CO2 compression processes,71,Station operator- Compression,Transport,CCS-Pipeline,"Multiple pathways to this career: • Certificate of Qualification: Industrial Electrician or Industrial Mechanic (Millwright) • Registered apprentice • Technologist diploma: Electrical Engineering, Mechanical Engineering"
371,No unique requirements. CO2 injection wells are a type of deep injection well used for injection into deep-isolated rock formations.,77,Drilling crew,Storage,CCS-Underground,"Leasehand is the entry level position on a drilling crew. Requirements include: • Legally eligible to work in Canada • At least 18 years of age • Possess a valid driver's license • Physically fit • Ability to work safely and plan ahead • Mechanical aptitude • Oilfied safety certifications Must pass pre-employment drug and alcohol test With experience, Leasehands can progress through to: Floorhand, Motorhand, Derrickhand, Driller and Rig Manager positions."
373,Knowledge of hydrogen gas value- chains,6,Measurement specialist,Production,PEM,"Multiple pathways to this career: • Bachelor's Degree: Chemical,  Electrical & Instrumentation, Mechanical Engineering • Technology Diploma: Chemical, Electrical, Instrumentation or Mechanical Engineering"
374,"Understanding of carbon capture, separation, purification and liquefication processes",43,Facility engineer,Production,CCS,"Bachelor's Degree: Chemical, Process or Mechanical Engineering ."
374,"Understanding of carbon capture, separation, purification and liquefication processes",57,Plant operator,Production,CCS,Power Engineer/Stationary Engineer Certification
374,"Understanding of carbon capture, separation, purification and liquefication processes",48,Process control engineer,Production,CCS,Bachelor's Degree: Chemical or Electrical & Instrumentation Engineering
375,"Appropriate selection, design and maintenance electrolyzers, vessels, compressors, piping systems and fitting, valves and seals to withstand hydrogen pressure (high/low) and temperatures (hot/cold)",9,Mechanical engineer - Reliability,Production,PEM,Bachelor's Degree: Mechanical Engineering
376,"Knowledge of hydrogen properties, behaviour and potential hazards created",164,"Gasfitter (also known as: Gas technician, Customer service technician, Gas Servicer)",End Use,Heating,"Certification of Qualification: Gasfitter • Registered apprentice There are two types : • Gasfitter 1st Class: works on all equipment • Gasfitter 2nd Class: works on equipment with less than 400,000 BTUs (British thermal units) Valid driver's license + clean abstract Welding experience/credentials are considered an asset"
376,"Knowledge of hydrogen properties, behaviour and potential hazards created",167,Utility inspector,End Use,Heating,"Multiple pathways to this career: • Bachelor's Degree: Civil, Mechanical Engineering • Engineering Technology Diploma: Civil, Mechanical Related tickets/certifications considered an asset: • Damage Prevention • Gas Pipeline Inspection Valid driver's license + clean abstract"
377,Understanding materials behaviour in high pressure CO2,60,Corrosion specialist,Transport,CCS-Pipeline,"Multiple pathways to this career: • Bachelor's Degree: Materials or Mechanical Engineering • Technologist Diploma: Materials Engineering, Mechanical Engineering Valid driver's license + clean abstract National Association of Corrosion Engineers (NACE) certification"
378,Nothing that impacts this occupation's ability to apply expertise to manufacturing for the hydrogen supply chains,212,Maintenance trade - Mechanical,Manufacturing,Manufacturing,Certificate of Qualification in Industrial mechanic or Millwright • Registered apprentice
378,Nothing that impacts this occupation's ability to apply expertise to manufacturing for the hydrogen supply chains,211,Maintenance trade - Instrumentation & controls (also known as: Automation technician),Manufacturing,Manufacturing,Certificate of Qualification in Instrumentation technician • Registered apprentice
378,Nothing that impacts this occupation's ability to apply expertise to manufacturing for the hydrogen supply chains,208,Facility maintenance planner,Manufacturing,Manufacturing,"Multiple pathways to this career: • Certificate of Qualification in Industrial electrician, Industrial mechanic/Millwright or Instrumentation technician • Bachelor's Degree: Electrical or Mechanical Engineering"
378,Nothing that impacts this occupation's ability to apply expertise to manufacturing for the hydrogen supply chains,210,Maintenance trade - Electromechanical,Manufacturing,Manufacturing,"Certificate of Qualification in Industrial electrician, Industrial mechanic or Millwright • Registered apprentice Electrical and mechanical certification an asset"
379,Knowledge of automated process systems and controls systems for CO2 pipeline transmition,58,Automation & controls specialist,Transport,CCS-Pipeline,"Multiple pathways to this career: • Bachelor's Degree: Automation, Instrumentation & Controls or Electrical Engineering • Certificate of Qualification in Instrument technician • Technology Diploma: Instrumentation Engineering"
380,Understanding of carbon capture process,41,Automation & controls specialist,Production,CCS,"Multiple pathways to this career: • Bachelor's Degree: Automation, Instrumentation & Controls or Electrical Engineering • Certificate of Qualification in Instrument technician • Instrumentation Engineering Technology diploma"
381,Appropriate selection and maintenance of CO2 sensors and monitoring equipment and systems,87,Instrumentation technician,Storage,"CCS-Measurement, Monitoring, Verification",Certificate of Qualification in Instrumentation technician • Registered apprentice
382,Nothing that impacts this occupation's ability to apply expertise to manufacturing for the hydrogen industry,209,Maintenance trades - Electrical,Manufacturing,Manufacturing,Certificate of Qualification in Industrial electrician • Registered apprentice
382,Nothing that impacts this occupation's ability to apply expertise to manufacturing for the hydrogen industry,193,"CNC fabrication technician (also known as: CNC operator, CNC programmer, Manufacturing technician)",Manufacturing,Manufacturing,Certificate of Qualification: Machinist • Apprentice
382,Nothing that impacts this occupation's ability to apply expertise to manufacturing for the hydrogen industry,191,Assembly technician (also known as: Production worker),Manufacturing,Manufacturing,Mechanical and/or electrical aptitude • Able to multitask and prioritize • Able to perform manual tasks requiring dexterity and coordination
383,"Keep up-to-date with changes to CCS technology, regulations, standards and codes",66,Process safety engineer,Transport,CCS-Pipeline,"Bachelor's Degree: Chemical or Process Engineering Significant experience in process equipment, engineering, safety and operational risk management • Process Hazard Analysis techniques (HAZOP, FMEA) • What-If studies, quantitative and semi-quantitative risk assessments (LOPA and FTA/ETA) • Reliability/Survival analysis • Knowledge of OSHA 1910.119, CSA Z767, CSA Z260, ISO 31000, API 1173 and related codes and standards."
383,"Keep up-to-date with changes to CCS technology, regulations, standards and codes",50,Process safety engineer,Production,CCS,"Bachelor's Degree: Chemical or Process Engineering Significant experience in process equipment, engineering, safety and operational risk management • Process Hazard Analysis techniques (HAZOP, FMEA) • What-If studies, quantitative and semi-quantitative risk assessments (LOPA and FTA/ETA) • Reliability/Survival analysis • Knowledge of OSHA 1910.119, CSA Z767, CSA Z260, ISO 31000, API 1173 and related codes and standards."
384,"Appropriate selection, design and maintenance of power generation equipment including compression, turbines and combustion, etc. for hydrogen blending.",176,Hydrogen integration specialist,End Use,Power Generation,"Bachelor's degree in Chemical, Electrical, or Mechanical Engineering Strong knowledge of trending low carbon transition technologies and initiatives with special attention to hydrogen ."
385,"Appropriate selection, design and maintenance of vessels, compressors, piping systems and fitting, valves and seals to withstand hydrogen pressure and temperatures",34,Maintenance planner,Production,SMR / ATR,"Multiple pathways to this career: • Certificate of Qualification in Industrial electrician, Industrial mechanic/Millwright or Instrumentation technician • Bachelor's Degree: Electrical or Mechanical Engineering"
385,"Appropriate selection, design and maintenance of vessels, compressors, piping systems and fitting, valves and seals to withstand hydrogen pressure and temperatures",132,Maintenance planner,Upgrading,Ammonia,"Multiple pathways to this career: • Certificate of Qualification in Industrial electrician, Industrial mechanic/Millwright or Instrumentation technician • Bachelor's Degree: Electrical or Mechanical Engineering"
386,Modeling hydrogen-water- mineral interactions,92,Cavern engineer,Storage,Underground,"Bachelor's Degree: Chemical, Geological, Mechanical or Petroleum Engineering"
387,"Well design and material choices based on understanding of long- term regulatory environment, CO2 injection stream properties, changes in CO2 pressure over lifetime of the well and potential corrosive elements",74,Drilling & completion engineer,Storage,CCS-Underground,"Bachelor's Degree: Chemical, Mechanical or Petroleum Engineering"
388,Understanding of technical factors associated with using hydrogen blending for heating,161,Asset performance manager,End Use,Heating,Bachelor's degree in Mechanical Engineering
389,"Appropriate selection, design and maintenance of power generation equipment including compression, turbines and combustion, valves, fittings, piping systems etc. for hydrogen blending",177,Mechanical engineer - Equipment & piping,End Use,Power Generation,Bachelor's Degree: Mechanical Engineering
391,Understanding of CO2 compression and/or liquification processes,58,Automation & controls specialist,Transport,CCS-Pipeline,"Multiple pathways to this career: • Bachelor's Degree: Automation, Instrumentation & Controls or Electrical Engineering • Certificate of Qualification in Instrument technician • Technology Diploma: Instrumentation Engineering"
392,Stay up to date on technology and options for hydrogen storage and monitoring,96,Reservoir technologist,Storage,Underground,"Technologist Diploma: Chemical, Petroleum Engineering"
393,Knowledge of CO2 value-chains,44,Measurement specialist,Production,CCS,"Multiple pathways to this career: • Bachelor's Degree: Chemical, Electrical & Instrumentation, Mechanical Engineering • Technology Diploma: Chemical, Electrical, Instrumentation or Mechanical Engineering"
394,Appropriate selection and maintenance of key electrical and electronic equipment and systems associated with a SMR and/or ATR hydrogen production plant,35,Maintenance trade - Electrical,Production,SMR / ATR,Certificate of Qualification in Industrial Electrician • Registered apprentice
394,Appropriate selection and maintenance of key electrical and electronic equipment and systems associated with a SMR and/or ATR hydrogen production plant,133,Maintenance trade - Electrical,Upgrading,Ammonia,Certificate of Qualification in Industrial Electrician • Registered apprentice
395,Understanding of appropriate well completion solutions for hydrogen,98,Well completions operators,Storage,Underground,Valid Class 1 or Class 3 Driver's licence and clean driver's abstract • Legally eligible to work in Canada • Physically fit • Ability to work safely and plan ahead • Mechanical aptitude • Oilfield safety certifications Comfortable driving off- highway/off-road
395,Understanding of appropriate well completion solutions for hydrogen,99,Well completions supervisor,Storage,Underground,Experienced well completions operator Valid Class 1 or Class 3 Driver's licence and clean driver's abstract
395,Understanding of appropriate well completion solutions for hydrogen,97,Service rig crew,Storage,Underground,"Leasehand is the entry level position on a service rig crew. Requirements include: • Legally eligible to work in Canada • At least 18 years of age • Possess a valid driver's license • Physically fit • Ability to work safely and plan ahead • Mechanical aptitude • Oilfield safety certifications Must pass pre-employment drug and alcohol test With experience, Leasehands can progress through to: Floorhand, Derrickhand, Driller and Operator positions."
396,"Appropriate selection, design and maintenance of combustion, compression, pumping and turbine systems and equipment to withstand hydrogen pressure and temperatures",15,Maintenance planner,Production,PEM,"Multiple pathways to this career: • Certificate of Qualification in Industrial electrician, Industrial mechanic/Millwright or Instrumentation technician • Bachelor's Degree: Electrical or Mechanical Engineering"
396,"Appropriate selection, design and maintenance of combustion, compression, pumping and turbine systems and equipment to withstand hydrogen pressure and temperatures",34,Maintenance planner,Production,SMR / ATR,"Multiple pathways to this career: • Certificate of Qualification in Industrial electrician, Industrial mechanic/Millwright or Instrumentation technician • Bachelor's Degree: Electrical or Mechanical Engineering"
396,"Appropriate selection, design and maintenance of combustion, compression, pumping and turbine systems and equipment to withstand hydrogen pressure and temperatures",132,Maintenance planner,Upgrading,Ammonia,"Multiple pathways to this career: • Certificate of Qualification in Industrial electrician, Industrial mechanic/Millwright or Instrumentation technician • Bachelor's Degree: Electrical or Mechanical Engineering"
397,"Reservoir geochemistry, modeling CO2-water-mineral interactions",85,Reservoir engineer,Storage,"CCS-Measurement, Monitoring, Verification","Bachelor's Degree: Chemical, Mechanical or Petroleum Engineering"
397,"Reservoir geochemistry, modeling CO2-water-mineral interactions",75,Reservoir engineer,Storage,CCS-Underground,"Bachelor's Degree: Chemical, Mechanical or Petroleum Engineering"
398,Understanding of CO2 compression properties and processes,59,Compression specialist,Transport,CCS-Pipeline,"Multiple pathways to this career: • Bachelor's Degree: Aerospace, Chemical or Mechanical Engineering • Technologist Diploma: Aerospace Engineering, Mechanical Engineering"
399,"Migration modeling, zone selection and storage design.",75,Reservoir engineer,Storage,CCS-Underground,"Bachelor's Degree: Chemical, Mechanical or Petroleum Engineering"
399,"Migration modeling, zone selection and storage design.",92,Cavern engineer,Storage,Underground,"Bachelor's Degree: Chemical, Geological, Mechanical or Petroleum Engineering"
399,"Migration modeling, zone selection and storage design.",85,Reservoir engineer,Storage,"CCS-Measurement, Monitoring, Verification","Bachelor's Degree: Chemical, Mechanical or Petroleum Engineering"
400,Appropriate selection and maintenance of key instrumentation equipment and systems associated with a SMR and/or ATR hydrogen production plant,134,Maintenance trade - Instrumentation technician,Upgrading,Ammonia,Certificate of Qualification in Instrumentation technician • Registered apprentice
400,Appropriate selection and maintenance of key instrumentation equipment and systems associated with a SMR and/or ATR hydrogen production plant,36,Maintenance trade - Instrumentation & controls,Production,SMR / ATR,Certificate of Qualification in Instrumentation technician • Registered apprentice
401,Nothing that impacts this occupation's ability to apply expertise for the hydrogen industry,219,Software developer,Cross Value Chain,Various,"Multiple pathways to this career: • Bachelor's Degree: Computer Engineer, Computer Science, Information Technology or Software Engineer • Technology Diploma: Computer Engineering, Information Technology Engineering, Software Development • Software developer bootcamps"
401,Nothing that impacts this occupation's ability to apply expertise for the hydrogen industry,217,Data engineer,Cross Value Chain,Various,"Multiple pathways to this career: • Bachelor's Degree: Computer Engineering, Computer Science, Information Technology, Software Engineering, Statistics • Technology Diploma: Computer Engineering, Information Technology Engineering, Software Development"
402,"Maintenance of vessels, compressors, turbines, piping systems and fitting, valves etc. to withstand hydrogen pressure and temperatures",186,Maintenance trade - Mechanical,End Use,Power Generation,Certificate of Qualification in Industrial Mechanic or Millwright • Registered apprentice In Ontario: Hydrogen Technician (TSSAH2) certification • Obtained by working under our TSSA-H2 technicians
403,Understanding materials behaviour in liquid and high and low pressure CO2,64,Pipeline engineer,Transport,CCS-Pipeline,"Bachelor's Degree: Chemical, Civil or Mechanical Engineering"
403,Understanding materials behaviour in liquid and high and low pressure CO2,65,Pipeline integrity specialist,Transport,CCS-Pipeline,"Bachelor's Degree: Chemical, Materials, Metallurgical or Mechanical Engineering National Association of Corrosion Engineers (NACE) certification"
404,"Advanced knowledge of hydrogen properties, behaviour and potential hazards created",225,Health & safety advisor,Cross Value Chain,Various,Post-secondary training in occupational health & safety Additional certifications that may be beneficial: • Canadian Registered Safety Professional (CRSP) • National Construction Safety Officer (NCSO) • Qualified Health & Safety Officer (QHSO) • Joint Health & Safety Committee (JHSC) training
405,Knowledge of stationary and rotating equipment and systems required for pipeline transmission of liquid and/or gaseous CO2,70,Pipeline technician - Mechanical,Transport,CCS-Pipeline,Multiple pathways to this career: • Certificate of Qualification: Industrial Mechanic (Millwright) • Registered apprentice • Technologist diploma: Mechanical Engineering Valid driver's license + clean abstract
406,Understanding of reservoir data as it relates to CO2 injection and storage,88,Reservoir technologist,Storage,"CCS-Measurement, Monitoring, Verification","Technologist Diploma: Chemical, Petroleum Engineering"
406,Understanding of reservoir data as it relates to CO2 injection and storage,80,Reservoir technologist,Storage,CCS-Underground,"Technologist Diploma: Chemical, Petroleum Engineering"
407,Nothing that impacts this occupation's ability to apply expertise to manufacturing for hydrogen supply chains,190,Applications engineer,Manufacturing,Manufacturing,"Multiple pathways to this career: • Bachelor's Degree: Automation, Instrumentation & Controls or Electrical Engineering • Engineering Technology Diploma: Automation, Instrumentation or Electrical Engineering"
407,Nothing that impacts this occupation's ability to apply expertise to manufacturing for hydrogen supply chains,213,Mechatronics engineer - Facility,Manufacturing,Manufacturing,"Bachelor's Degree in Electrical, Mechanical or Mechatronics Engineering"
408,"Understanding of reservoir engineering fundamentals for CO2 injection and well testing, pressure and rate transient analysis, fluid characterization",75,Reservoir engineer,Storage,CCS-Underground,"Bachelor's Degree: Chemical, Mechanical or Petroleum Engineering"
409,"Knowledge of materials, equipment and components to use to withstand hydrogen pressure and temperatures",167,Utility inspector,End Use,Heating,"Multiple pathways to this career: • Bachelor's Degree: Civil, Mechanical Engineering • Engineering Technology Diploma: Civil, Mechanical Related tickets/certifications considered an asset: • Damage Prevention • Gas Pipeline Inspection Valid driver's license + clean abstract"
409,"Knowledge of materials, equipment and components to use to withstand hydrogen pressure and temperatures",164,"Gasfitter (also known as: Gas technician, Customer service technician, Gas Servicer)",End Use,Heating,"Certification of Qualification: Gasfitter • Registered apprentice There are two types : • Gasfitter 1st Class: works on all equipment • Gasfitter 2nd Class: works on equipment with less than 400,000 BTUs (British thermal units) Valid driver's license + clean abstract Welding experience/credentials are considered an asset"
409,"Knowledge of materials, equipment and components to use to withstand hydrogen pressure and temperatures",165,"HVAC technician (also known as: Refrigeration and Air Conditioning Mechanic, HVAC-R technician)",End Use,Heating,Certification of Qualification: Refrigeration and Air Conditioning Mechanic • Registered apprentice Valid driver's license + clean abstract
410,Understanding of measurement equipment and instrumentation associated with CO2 transmission,63,Measurement specialist,Transport,CCS-Pipeline,"Multiple pathways to this career: • Bachelor's Degree: Chemical, Electrical & Instrumentation, Mechanical Engineering • Technologist Diploma: Chemical,  Electrical & Instrumentation, Mechanical, Petroleum Engineering"
411,"Appropriate selection, design and maintenance of compression, pumping and turbine systems and hydraulic and pumping systems and equipment",47,Mechanical engineer - Reliability,Production,CCS,Bachelor's Degree: Mechanical Engineering
411,"Appropriate selection, design and maintenance of compression, pumping and turbine systems and hydraulic and pumping systems and equipment",55,Maintenance trade - Mechanical,Production,CCS,Certificate of Qualification in Industrial Mechanic or Millwright • Registered apprentice Experience as a Pipefitter and/or Class A welder an asset
411,"Appropriate selection, design and maintenance of compression, pumping and turbine systems and hydraulic and pumping systems and equipment",52,Maintenance planner,Production,CCS,"Multiple pathways to this career: • Certificate of Qualification in Industrial electrician, Industrial mechanic/Millwright or Instrumentation technician • Bachelor's Degree: Electrical or Mechanical Engineering"
411,"Appropriate selection, design and maintenance of compression, pumping and turbine systems and hydraulic and pumping systems and equipment",46,Mechanical engineer - Equipment & piping,Production,CCS,Bachelor's Degree: Mechanical Engineering
412,"Carbon properties, behaviour and potential hazards created",44,Measurement specialist,Production,CCS,"Multiple pathways to this career: • Bachelor's Degree: Chemical, Electrical & Instrumentation, Mechanical Engineering • Technology Diploma: Chemical, Electrical, Instrumentation or Mechanical Engineering"
412,"Carbon properties, behaviour and potential hazards created",63,Measurement specialist,Transport,CCS-Pipeline,"Multiple pathways to this career: • Bachelor's Degree: Chemical, Electrical & Instrumentation, Mechanical Engineering • Technologist Diploma: Chemical,  Electrical & Instrumentation, Mechanical, Petroleum Engineering"
413,Materials selection including coatings for CO2 pipeline and related facilities,65,Pipeline integrity specialist,Transport,CCS-Pipeline,"Bachelor's Degree: Chemical, Materials, Metallurgical or Mechanical Engineering National Association of Corrosion Engineers (NACE) certification"
413,Materials selection including coatings for CO2 pipeline and related facilities,64,Pipeline engineer,Transport,CCS-Pipeline,"Bachelor's Degree: Chemical, Civil or Mechanical Engineering"
414,"Appropriate selection, design and maintenance of related carbon capture equipment, materials, coatings, etc.",43,Facility engineer,Production,CCS,"Bachelor's Degree: Chemical, Process or Mechanical Engineering ."
415,No unique requirement for CO2.,90,Seismic crew,Storage,"CCS-Measurement, Monitoring, Verification",• Legally eligible to work in Canada • Physically fit • Ability to work safely and plan ahead • Mechanical and electronic aptitude • Oilfield safety certifications
416,Produce techno- economic analysis reports,214,Business & commercial development specialist,Cross Value Chain,Various,"Bachelors Degree in Chemical or Mechanical Engineering Likely supplemented with Master of Business Administration (MBA), or equivalent business development training and experience"
417,"Appropriate selection, design and maintenance of including steam and combustion turbines, compressors, pressure vessels, valves, steam generators, boilers, pumps, piping systems and other Balance of Plant (BOP) equipment to withstand hydrogen pressure and temperatures",178,Mechanical engineer - Reliability,End Use,Power Generation,Bachelor's Degree: Mechanical Engineering
417,"Appropriate selection, design and maintenance of including steam and combustion turbines, compressors, pressure vessels, valves, steam generators, boilers, pumps, piping systems and other Balance of Plant (BOP) equipment to withstand hydrogen pressure and temperatures",183,Maintenance planner,End Use,Power Generation,"Multiple pathways to this career: • Certificate of Qualification in Industrial electrician, Industrial mechanic/Millwright or Instrumentation technician • Bachelor's Degree: Electrical or Mechanical Engineering"
418,"Understanding of reservoir engineering fundamentals for CO2 injection and well testing, pressure and rate transient analysis, fluid characterization,",85,Reservoir engineer,Storage,"CCS-Measurement, Monitoring, Verification","Bachelor's Degree: Chemical, Mechanical or Petroleum Engineering"
419,"Appropriate selection, design, modification to ventilation, leak detection, flame detection, corrosion prevention equipment and systems for hydrogen blending",162,Hydrogen integration specialist,End Use,Heating,"Bachelor's degree in Chemical, Electrical, or Mechanical Engineering Strong knowledge of trending low carbon transition technologies and initiatives with special attention to hydrogen"
419,"Appropriate selection, design, modification to ventilation, leak detection, flame detection, corrosion prevention equipment and systems for hydrogen blending",176,Hydrogen integration specialist,End Use,Power Generation,"Bachelor's degree in Chemical, Electrical, or Mechanical Engineering Strong knowledge of trending low carbon transition technologies and initiatives with special attention to hydrogen ."
420,Knowledge of control systems and advanced control systems for combined-cycle power generation using hydrogen blending,179,Process control engineer,End Use,Power Generation,Bachelor's Degree: Chemical or Electrical & Instrumentation Engineering
